Lady Bird,The Big Sick,Dunkirk,Call Me by Your Name,Get Out,The Florida Project,The Shape of Water,The Post,"Three Billboards Outside Ebbing, Missouri",Phantom Thread,,,
Get Out,Long Time Running,Certain Women,Dunkirk,The Lost City of Z,The Shape of Water,mother!,Werewolf,A Ghost Story,"Three Billboards Outside Ebbing, Missouri",,,
The Post,Call Me by Your Name,Lady Bird,Their Finest,Brad's Status,"I, Tonya",Mudbound,Film Stars Don't Die in Liverpool,Novitiate,Stronger,,,
Raw,Moonlight,The Levelling,The Red Turtle,The Florida Project,My Life as a Zucchini,Toni Erdmann,Blade Runner 2049,Get Out,In Between,,,
The Florida Project,Lady Bird,Dunkirk,A Ghost Story,Good Time,Columbus,Dawson City: Frozen Time,Get Out,mother!,Okja,,,
Twin Peaks: The Return,My Friend Dahmer,Wonderstruck,The Florida Project,Baby Driver,Frantz,Call Me by Your Name,Get Out,A Ghost Story,Lady Bird,,,
Twin Peaks: The Return,Personal Shopper,A Ghost Story,Nocturama,BPM (Beats Per Minute),Graduation,The Shape of Water,Wonderstruck,Marjorie Prime,Blade Runner 2049,,,
I Am Not Your Negro,Get Out,Faces Places,Neruda,The Florida Project,Lady Bird,"Right Now, Wrong Then",The Other Side of Hope,After the Storm,A Quiet Passion,,,
Five Came Back,Battle of the Sexes,The Other Side of Hope,Call Me by Your Name,Land of Mine,Lady Bird,Frantz,The Crown,Get Out,The Post,,,
The Florida Project,Detroit,A Quiet Passion,A Ghost Story,Marjorie Prime,Personal Shopper,Nocturama,Wonderstruck,Gerald's Game,Dunkirk,,,
War for the Planet of the Apes,Brawl in Cell Block 99,EX LIBRIS – The New York Public Library,Soul on a String,Okja,Phantom Thread,The Florida Project,Lady Bird,Star Wars: The Last Jedi,The Girl With All the Gifts,,,
Get Out,Dunkirk,Lady Bird,Blade Runner 2049,A Ghost Story,The Florida Project,Phantom Thread,Call Me by Your Name,Raw,The Shape of Water,,,
Wonder Woman,"Three Billboards Outside Ebbing, Missouri",Dunkirk,Call Me by Your Name,The Big Sick,The Shape of Water,The Florida Project,Coco,Get Out,"I, Tonya",,,
Lady Bird,The Big Sick,Their Finest,Molly's Game,The Post,"Three Billboards Outside Ebbing, Missouri",Faces Places,Dunkirk,The Florida Project,The Disaster Artist,,,
Twin Peaks: The Return,A Ghost Story,The Killing of a Sacred Deer,Lady Bird,Lucky,World of Tomorrow Episode Two: The Burden of Other People’s Thoughts,mother!,Call Me by Your Name,Good Time,The Disaster Artist,,,
A Cure for Wellness,Dunkirk,War for the Planet of the Apes,A Ghost Story,Logan,Detroit,Blade Runner 2049,The Killing of a Sacred Deer,It Comes at Night,Get Out,,,
Phantom Thread,Lady Bird,Call Me by Your Name,Get Out,The Florida Project,The Shape of Water,God's Own Country,Thelma,"I, Tonya",The Lovers,,,
Good Time,mother!,The Square,Personal Shopper,A Ghost Story,Get Out,The Meyerowitz Stories (New and Selected),Raw,The Shape of Water,Your Name,,,
Get Out,Call Me by Your Name,The Florida Project,Columbus,The Big Sick,Nocturama,Phantom Thread,The Disaster Artist,Wakefield,Good Time,,,
Get Out,Dunkirk,Lady Bird,Logan,The Big Sick,The Shape of Water,War for the Planet of the Apes,The Disaster Artist,Star Wars: The Last Jedi,Wonder Woman,,,
"Three Billboards Outside Ebbing, Missouri",Logan,War for the Planet of the Apes,Dunkirk,The Shape of Water,Blade Runner 2049,Mudbound,Hostiles,Wonder Woman,Molly's Game,,,
A Quiet Passion,The Human Surge,Personal Shopper,EX LIBRIS – The New York Public Library,BPM (Beats Per Minute),Phantom Thread,Nocturama,Wonderstruck,By the Time It Gets Dark,Faces Places,,,
(tie) Dawson City: Frozen Time AND Good Time,The Work,Phantom Thread,The Lost City of Z,Beach Rats,Song to Song,A Quiet Passion,The Florida Project,Get Out,Columbus,,,
A Quiet Passion,Behemoth,Get Out,The Meyerowitz Stories (New and Selected),Endless Poetry,Baahubali 2: The Conclusion,Lady Bird,Brawl in Cell Block 99,Our Time Will Come,Nocturama,,,
Phantom Thread,Menashe,Lady Bird,One Week and a Day,Whose Streets?,The Beguiled,Chasing Coral,Lemon,A Ghost Story,Call Me by Your Name,,,
Columbus,Get Out,Dunkirk,Detroit,Baby Driver,John Wick: Chapter 2,Five Came Back,Icarus,Wonder Woman,Spider-Man: Homecoming,,,
Phantom Thread,A Quiet Passion,BPM (Beats Per Minute),Dawson City: Frozen Time,Get Out,Lady Bird,Good Time,Princess Cyd,Thelma,The Shape of Water,,,
Silence,Get Out,Darkest Hour,Graduation,After the Storm,I Am Another You,The Square,Loveless,The Salesman,The Unknown Girl,,,
Dunkirk,Mudbound,Bad Genius,Columbus,My Happy Family,The Other Side of Hope,First They Killed My Father,Okja,Baby Driver,A Quiet Passion,,,
The Florida Project,A Ghost Story,"Three Billboards Outside Ebbing, Missouri",A Quiet Passion,Detroit,Dunkirk,Graduation,The Girl With All the Gifts,Lady Bird,Mudbound,,,
Get Out,Nocturama,Wormwood,Personal Shopper,Starless Dreams,Raw,I hate myself :.),The Other Side of Hope,The Shape of Water,Marjorie Prime,,,
The Florida Project,The Shape of Water,Phantom Thread,The Post,Blade Runner 2049,Call Me by Your Name,Personal Shopper,Okja,Get Out,Dunkirk,,,
"Three Billboards Outside Ebbing, Missouri",Call Me by Your Name,"Shingal, Where Are You?",Novitiate,Bobbi Jene,I Am Not Your Negro,Lady Bird,Rat Film,A Quiet Passion,Mudbound,,,
The Work,A Ghost Story,Phantom Thread,Get Out,Lucky,The Lost City of Z,A Quiet Passion,"Three Billboards Outside Ebbing, Missouri",The Lovers,Brad's Status,,,
Mudbound,Get Out,Lady Bird,"Three Billboards Outside Ebbing, Missouri",Last Flag Flying,Faces Places,Girls Trip,Coco,BPM (Beats Per Minute),Call Me by Your Name,,,
Phantom Thread,Dawson City: Frozen Time,The Florida Project,In Transit,Good Time,Wormwood,Dunkirk,mother!,Columbus,Nocturama,,,
Personal Shopper,Taipei Story,Phantom Thread,Dawson City: Frozen Time,A Quiet Passion,The Death of Louis XIV,Baby Driver,mother!,The Bad Batch,The Florida Project,,,
Call Me by Your Name,Lady Bird,Dunkirk,Columbus,Get Out,Okja,Raw,Logan,Nocturama,A Ghost Story,,,
The Florida Project,Call Me by Your Name,Phantom Thread,Lady Bird,War for the Planet of the Apes,My Happy Family,Their Finest,Mudbound,Nocturama,Faces Places,,,
Call Me by Your Name,Phantom Thread,"I, Tonya",Good Time,Dunkirk,The Florida Project,Lady Bird,Raw,Get Out,War for the Planet of the Apes,,,
"Three Billboards Outside Ebbing, Missouri",Dunkirk,Last Flag Flying,The Shape of Water,The Big Sick,Band Aid,Get Out,Their Finest,Lady Bird,John Wick: Chapter 2,,,
Nocturama,Phantom Thread,The Florida Project,Rat Film,Staying Vertical,mother!,Dawson City: Frozen Time,Good Time,The Meyerowitz Stories (New and Selected),Baby Driver,,,
Silence,Mudbound,Call Me by Your Name,Dawson City: Frozen Time,The Florida Project,Beach Rats,Strong Island,Get Out,A Ghost Story,The Meyerowitz Stories (New and Selected),,,
The Death of Louis XIV,Logan,The Salesman,The Florida Project,Jim & Andy: The Great Beyond,Manifesto,The Lure,All These Sleepless Nights,"Three Billboards Outside Ebbing, Missouri",Staying Vertical,,,
Lady Bird,The Shape of Water,The Disaster Artist,Blade Runner 2049,Dunkirk,The Florida Project,The Lost City of Z,Get Out,Ingrid Goes West,Colossal,,,
Personal Shopper,Mudbound,Silence,Kedi,My Happy Family,Lady Bird,The Florida Project,Good Time,Get Out,Phantom Thread,,,
Lady Bird,The Death of Louis XIV,The Lost City of Z,EX LIBRIS – The New York Public Library,Wonder Wheel,Personal Shopper,Song to Song,Dunkirk,Brawl in Cell Block 99,The Beguiled,,,
Lucky,First They Killed My Father,Get Out,A Ghost Story,Mudbound,Phantom Thread,In Transit,Coco,Okja,Star Wars: The Last Jedi,,,
Call Me by Your Name,The Florida Project,Phantom Thread,Lady Bird,Get Out,"I, Tonya",Raw,Colossal,The Big Sick,Blade Runner 2049,,,
Thelma,The Killing of a Sacred Deer,Good Time,Raw,Loveless,The Beguiled,Paris Can Wait,The Florida Project,John Wick: Chapter 2,EX LIBRIS – The New York Public Library,,,
Phantom Thread,Personal Shopper,The Beguiled,Valerian and the City of a Thousand Planets,Lady Bird,Get Out,Blade Runner 2049,Dunkirk,The Post,Princess Cyd,,,
mother!,Get Out,EX LIBRIS – The New York Public Library,Potamkin,Wormwood,Human Flow,Wonder Woman,Blade Runner 2049,Call Me by Your Name,The Killing of a Sacred Deer,,,
"Three Billboards Outside Ebbing, Missouri",A Ghost Story,Lucky,Dunkirk,Your Name,War for the Planet of the Apes,The Florida Project,The Work,Stronger,Loveless,,,
Lady Bird,The Rider,The Young Karl Marx,Call Me by Your Name,A Cure for Wellness,Éternité,Contemporary Color,Zama,Coco,Faces Places,,,
Call Me by Your Name,A Ghost Story,The Florida Project,The Shape of Water,Phantom Thread,Lady Bird,"Three Billboards Outside Ebbing, Missouri",Columbus,Jane,Mudbound,,,
All the Money in the World,Star Wars: The Last Jedi,Coco,"I, Tonya",Mudbound,Lady Bird,Beatriz at Dinner,Downsizing,The Lost City of Z,The Big Sick,,,
The Florida Project,"Three Billboards Outside Ebbing, Missouri",Lady Bird,The Post,"I, Tonya",Mudbound,Their Finest,Beatriz at Dinner,My Happy Family,Wonder Woman,,,
Get Out,The Work,Call Me by Your Name,Graduation,Win It All,Columbus,mother!,Lady Bird,Polina,The Shape of Water,,,
Dunkirk,Get Out,Call Me by Your Name,"Three Billboards Outside Ebbing, Missouri",The Post,Lady Bird,The Shape of Water,Detroit,A Ghost Story,Phantom Thread,,,
Song to Song,Wonderstruck,Nocturama,The Work,Phantom Thread,EX LIBRIS – The New York Public Library,Personal Shopper,Logan Lucky,Dawson City: Frozen Time,Faces Places,,,
Dunkirk,Phantom Thread,The Florida Project,Good Time,Get Out,The Square,Lady Bird,The Meyerowitz Stories (New and Selected),The Beguiled,Gemini,,,
Wonder Woman,Get Out,The Florida Project,The Big Sick,Phantom Thread,Patti Cake$,Wind River,Megan Leavey,Battle of the Sexes,The Post,,,
The Florida Project,"Three Billboards Outside Ebbing, Missouri",Coco,Molly's Game,The Post,Logan,War for the Planet of the Apes,Get Out,Good Time,My Happy Family,,,
Get Out,The Florida Project,Dunkirk,Blade Runner 2049,"I, Tonya",Logan,The Shape of Water,Coco,Long Strange Trip,Thor: Ragnarok,,,
Novitiate,"I, Tonya",Truman,Darkest Hour,Goodbye Christopher Robin,Dunkirk,The Zookeeper's Wife,"Three Billboards Outside Ebbing, Missouri",Battle of the Sexes,Donald Cried,,,
Faces Places,The B-Side: Elsa Dorfman’s Portrait Photography,Detroit,Wonderstruck,Last Flag Flying,The Shape of Water,Get Out,"Three Billboards Outside Ebbing, Missouri",Logan,The Post,,,
Foxtrot,City of Ghosts,Detroit,Graduation,"Three Billboards Outside Ebbing, Missouri",The Square,Let It Fall: Los Angeles 1982-1992,Good Time,EX LIBRIS – The New York Public Library,Wonderstruck,,,
"Three Billboards Outside Ebbing, Missouri",The Shape of Water,Get Out,The Florida Project,God's Own Country,Dunkirk,Call Me by Your Name,Lady Bird,War for the Planet of the Apes,The Big Sick,,,
Get Out,The Shape of Water,Blade Runner 2049,Dunkirk,A Ghost Story,Good Time,Okja,The Florida Project,Personal Shopper,Baby Driver,,,
Blade Runner 2049,Call Me by Your Name,mother!,Lady Bird,Phantom Thread,The Florida Project,Ingrid Goes West,Lady Macbeth,Get Out,Brigsby Bear,,,
Lady Bird,"Three Billboards Outside Ebbing, Missouri",A Ghost Story,Blade Runner 2049,The Big Sick,The Work,The Florida Project,Phantom Thread,Faces Places,Get Out,,,
Call Me by Your Name,Lady Bird,The Shape of Water,The Florida Project,A Ghost Story,A Fantastic Woman,Get Out,The Big Sick,Song to Song,Good Time,,,
Twin Peaks: The Return,Phantom Thread,Get Out,"Three Billboards Outside Ebbing, Missouri",A Quiet Passion,The Lovers,Detroit,The Shape of Water,Personal Shopper,Logan,,,
My Little Pony: The Movie,Brigsby Bear,Kedi,Manifesto,Dawson City: Frozen Time,The Happiest Day in the Life of Olli Mäki,The Disaster Artist,We Are the Flesh,Harold and Lillian: A Hollywood Love Story,Lost in Paris,,,
The Florida Project,Phantom Thread,Your Name,Good Time,Get Out,Personal Shopper,A Ghost Story,mother!,Brawl in Cell Block 99,Lady Bird,,,
The Post,Dunkirk,Call Me by Your Name,Get Out,The Shape of Water,"Three Billboards Outside Ebbing, Missouri",Lady Bird,The Florida Project,Wind River,Baby Driver,,,
Phantom Thread,A Quiet Passion,The Salesman,Dawson City: Frozen Time,Nocturama,The Son of Joseph,EX LIBRIS – The New York Public Library,Personal Shopper,I Am Not Your Negro,BPM (Beats Per Minute),,,
Nocturama,Behemoth,Get Out,The Death of Louis XIV,Lady Bird,Personal Shopper,A Quiet Passion,Song to Song,Les Hautes Solitudes,Dawson City: Frozen Time,,,
Song to Song,A Quiet Passion,Personal Shopper,Dawson City: Frozen Time,Phantom Thread,Good Time,The Florida Project,The Ornithologist,Lady Bird,BPM (Beats Per Minute),,,
Phantom Thread,On the Beach at Night Alone,Marjorie Prime,Nocturama,A Quiet Passion,Person to Person,Behemoth,The Son of Joseph,Hermia & Helena,Lady Bird,,,
Good Time,BPM (Beats Per Minute),Nocturama,The Florida Project,Personal Shopper,The Death of Louis XIV,Get Out,Tempestad,The Square,EX LIBRIS – The New York Public Library,,,
The Lost City of Z,EX LIBRIS – The New York Public Library,Phantom Thread,Starless Dreams,I Am Not Your Negro,Call Me by Your Name,In Transit,Personal Shopper,After the Storm,A Quiet Passion,,,
Good Time,Personal Shopper,A Quiet Passion,Faces Places,Ta'ang,Mudbound,Phantom Thread,Lady Bird,Tempestad,Girls Trip,,,
Phantom Thread,The Salesman,A Quiet Passion,Nocturama,I Am Not Your Negro,The Lost City of Z,Personal Shopper,Lady Bird,The Florida Project,EX LIBRIS – The New York Public Library,,,
Phantom Thread,A Quiet Passion,Call Me by Your Name,The Lost City of Z,Dawson City: Frozen Time,Lady Bird,Good Time,BPM (Beats Per Minute),Nocturama,Tempestad,,,
Personal Shopper,Lady Bird,Nocturama,Good Time,Call Me by Your Name,Columbus,The Lost City of Z,A Quiet Passion,EX LIBRIS – The New York Public Library,The Ornithologist,,,
Nocturama,Personal Shopper,A Quiet Passion,The Killing of a Sacred Deer,BPM (Beats Per Minute),Dawson City: Frozen Time,Faces Places,Lady Bird,Get Out,The Ornithologist,,,
The Square,The Meyerowitz Stories (New and Selected),The Red Turtle,Blade Runner 2049,The Lost City of Z,Alien: Covenant,Endless Poetry,The Killing of a Sacred Deer,Dawson City: Frozen Time,Blade of the Immortal,,,
A Quiet Passion,Phantom Thread,Slack Bay,Marjorie Prime,Rat Film,The Happiest Day in the Life of Olli Mäki,Good Time,Lady Bird,Hermia & Helena,The Meyerowitz Stories (New and Selected),,,
The Lost City of Z,Phantom Thread,On the Beach at Night Alone,Starless Dreams,Nocturama,Marjorie Prime,Song to Song,Wet Woman in the Wind,Human Flow,A Quiet Passion,,,
A Quiet Passion,Mister Universo,I Called Him Morgan,The Death of Louis XIV,Félicité,The Human Surge,Rat Film,Tempestad,Faces Places,Phantom Thread,,,
Get Out,Graduation,Phantom Thread,A Quiet Passion,Faces Places,I Am Not Your Negro,Dunkirk,Dawson City: Frozen Time,Lady Bird,4 Days in France,,,
Paraguay Remembered,Call Me by Your Name,BPM (Beats Per Minute),Starless Dreams,Get Out,Paris 05:59: Théo & Hugo,God's Own Country,The Salesman,I Am Not Your Negro,Graduation,,,
Phantom Thread,A Quiet Passion,Call Me by Your Name,Mudbound,The Lost City of Z,Faces Places,Good Time,EX LIBRIS – The New York Public Library,The Florida Project,BPM (Beats Per Minute),,,
A Quiet Passion,Good Time,The Death of Louis XIV,In Transit,Lady Bird,Slack Bay,Tempestad,The Work,Bluebeard,Dawson City: Frozen Time,,,
Get Out,The Florida Project,The Big Sick,Call Me by Your Name,The Post,Star Wars: The Last Jedi,The Shape of Water,Brigsby Bear,The Disaster Artist,Logan,,,
The Florida Project,Call Me by Your Name,Your Name,The Shape of Water,Dunkirk,Get Out,Lady Bird,Wonder Woman,Okja,The Post,,,
"Three Billboards Outside Ebbing, Missouri",Star Wars: The Last Jedi,I Don't Feel at Home in This World Anymore,Phantom Thread,Molly's Game,The Meyerowitz Stories (New and Selected),Get Out,The Big Sick,Lady Bird,mother!,,,
Get Out,"I, Tonya",Blade Runner 2049,Your Name,Dunkirk,The Big Sick,Lady Bird,Logan,The Florida Project,mother!,,,
The Florida Project,The Shape of Water,Phantom Thread,The Post,Blade Runner 2049,Call Me by Your Name,Personal Shopper,Okja,Get Out,Dunkirk,,,
Get Out,John Wick: Chapter 2,Dunkirk,"Three Billboards Outside Ebbing, Missouri",Call Me by Your Name,The Florida Project,The Big Sick,Blade Runner 2049,The Shape of Water,Raw,,,
Get Out,The Florida Project,Blade Runner 2049,Call Me by Your Name,The Big Sick,Phantom Thread,Lady Bird,Logan,Star Wars: The Last Jedi,Dunkirk,,,
The Post,Coco,The Big Sick,Star Wars: The Last Jedi,The Disaster Artist,The Shape of Water,"Three Billboards Outside Ebbing, Missouri",Get Out,It,War for the Planet of the Apes,,,
Ingrid Goes West,Lady Bird,The Big Sick,The Florida Project,War for the Planet of the Apes,Star Wars: The Last Jedi,Blade Runner 2049,Spider-Man: Homecoming,Guardians of the Galaxy Vol. 2,John Wick: Chapter 2,,,
"Three Billboards Outside Ebbing, Missouri",Lady Bird,Get Out,The Florida Project,Call Me by Your Name,Mudbound,Dunkirk,Menashe,The Shape of Water,"I, Tonya",,,
The Shape of Water,"I, Tonya",The Post,Lady Bird,Lady Macbeth,Get Out,Baby Driver,Dunkirk,Phantom Thread,"Three Billboards Outside Ebbing, Missouri",,,
Moonlight,Get Out,Dunkirk,Manchester by the Sea,I Am Not Your Negro,Lady Macbeth,Toni Erdmann,A Ghost Story,Personal Shopper,Colossal,Land of Mine,,
Lady Bird,Get Out,A Ghost Story,The Shape of Water,The Florida Project,Phantom Thread,Okja,The Disaster Artist,American Made,Loving Vincent,,,
The Shape of Water,The Florida Project,"Three Billboards Outside Ebbing, Missouri",Dunkirk,Call Me by Your Name,Get Out,"I, Tonya",Baby Driver,War for the Planet of the Apes,The Greatest Showman,Logan,,
The Shape of Water,The Florida Project,Blade Runner 2049,Good Time,Faces Places,Get Out,Raw,Lady Bird,Call Me by Your Name,The Disaster Artist,,,
Lady Bird,Call Me by Your Name,The Post,The Shape of Water,Dunkirk,A Ghost Story,The Meyerowitz Stories (New and Selected),Get Out,Blade Runner 2049,Logan Lucky,,,
Call Me by Your Name,Get Out,A Ghost Story,Columbus,The Lost City of Z,Personal Shopper,The Florida Project,Logan Lucky,"Three Billboards Outside Ebbing, Missouri",mother!,,,
The Post,Lady Bird,The Lost City of Z,Personal Shopper,Kedi,Call Me by Your Name,Dunkirk,Faces Places,Get Out,Girls Trip,,,
Moonlight,Dunkirk,Get Out,Call Me by Your Name,Toni Erdmann,The Handmaiden,The Death of Stalin,The Florida Project,La La Land,Manchester by the Sea,,,
Call Me by Your Name,Good Time,"I, Tonya",mother!,Phantom Thread,The Lost City of Z,Detroit,It Comes at Night,Star Wars: The Last Jedi,Columbus,,,
Lady Bird,Call Me by Your Name,The Florida Project,Dunkirk,Blade Runner 2049,Get Out,Faces Places,The Shape of Water,Personal Shopper,The Square,,,
Dunkirk,Blade Runner 2049,La La Land,Moonlight,Wonder Woman,Get Out,Call Me by Your Name,Toni Erdmann,Thor: Ragnarok,Baby Driver,,,
The Shape of Water,Blade Runner 2049,The Florida Project,Lady Bird,Phantom Thread,Star Wars: The Last Jedi,The Big Sick,Logan,Baby Driver,The Post,,,
Twin Peaks: The Return,"Three Billboards Outside Ebbing, Missouri",Colossal,Logan,The Big Sick,Lady Bird,Maudie,Hostiles,A Ghost Story,The Meyerowitz Stories (New and Selected),,,
Blade Runner 2049,"Three Billboards Outside Ebbing, Missouri",Get Out,Dunkirk,The Lovers,Wonder Woman,Good Time,The Shape of Water,The Big Sick,Colossal,,,
Get Out,Good Time,Blade Runner 2049,The Meyerowitz Stories (New and Selected),The Florida Project,Dunkirk,La La Land,Moonlight,Detroit,Lady Macbeth,,,
Get Out,The Florida Project,Lady Bird,Baby Driver,Dunkirk,"Three Billboards Outside Ebbing, Missouri",Logan,Blade Runner 2049,Star Wars: The Last Jedi,A Ghost Story,,,
Lady Bird,Bodied,Ingrid Goes West,Coco,Baby Driver,Brigsby Bear,The Disaster Artist,Get Out,War Machine,Raw,,,
Casting JonBenét,Lady Bird,"Three Billboards Outside Ebbing, Missouri",Brad's Status,Raw,The Florida Project,Rat Film,Okja,Colossal,Icarus,,,
Get Out,"Three Billboards Outside Ebbing, Missouri",Lady Bird,Dunkirk,The Big Sick,Call Me by Your Name,"I, Tonya",The Florida Project,Wonder,mother!,,,
A Ghost Story,"Three Billboards Outside Ebbing, Missouri",Get Out,Blade Runner 2049,The LEGO Batman Movie,"I, Tonya",Lady Bird,Mudbound,Wind River,Spider-Man: Homecoming,,,
BPM (Beats Per Minute),Faces Places,Call Me by Your Name,The Lost City of Z,Get Out,Phantom Thread,Personal Shopper,Princess Cyd,A Ghost Story,Beatriz at Dinner,,,
The Rider,"Three Billboards Outside Ebbing, Missouri",Get Out,Call Me by Your Name,The Distinguished Citizen,Blade Runner 2049,The Shape of Water,The Square,"I, Tonya",Lost in Paris,,,
Lady Bird,Get Out,Oklahoma City,The Florida Project,The Disaster Artist,Faces Places,Logan Lucky,Call Me by Your Name,Loveless,"I, Tonya",,,
Get Out,Phantom Thread,A Ghost Story,Brigsby Bear,"I, Tonya",mother!,Mary and the Witch’s Flower,The Breadwinner,Lady Bird,Professor Marston and the Wonder Women,,,
My Happy Family,Dunkirk,After the Storm,Graduation,Mudbound,The Lost City of Z,Starless Dreams,The Post,Loveless,First They Killed My Father,,,
Mudbound,Lady Macbeth,The Florida Project,Brimstone & Glory,Raw,Beach Rats,"I, Tonya",The Lure,Phantom Thread,The Bad Batch,,,
Dunkirk,"Three Billboards Outside Ebbing, Missouri",Lady Bird,The Post,The Shape of Water,The Florida Project,Molly's Game,Get Out,Darkest Hour,The Disaster Artist,,,
Lady Bird,EX LIBRIS – The New York Public Library,The Work,Get Out,Princess Cyd,Personal Shopper,Call Me by Your Name,The Florida Project,Columbus,A Quiet Passion,,,
The Florida Project,Call Me by Your Name,Lady Bird,Get Out,Faces Places,Marjorie Prime,Nowhere to Hide,Valerian and the City of a Thousand Planets,BPM (Beats Per Minute),Phantom Thread,,,
Your Name,Call Me by Your Name,Get Out,Lady Bird,The Florida Project,Princess Cyd,Good Time,Phantom Thread,Spettacolo,Professor Marston and the Wonder Women,,,
Mudbound,Lady Bird,The Post,The Big Sick,Get Out,Call Me by Your Name,Faces Places,Dawson City: Frozen Time,A Ghost Story,Dunkirk,Darkest Hour,Their Finest,
Blade Runner 2049,Star Wars: The Last Jedi,La La Land,Dunkirk,Baby Driver,Moonlight,Logan,Get Out,Paddington 2,The Florida Project,,,
Twin Peaks: The Return,Happy Hour,Faces Places,Toni Erdmann,Nocturama,Good Time,On the Beach at Night Alone,Let the Sunshine In,The Other Side of Hope,Félicité,,,
The Disaster Artist,Lady Bird,Logan,"Three Billboards Outside Ebbing, Missouri",Get Out,Baby Driver,Dunkirk,Wonder Woman,Star Wars: The Last Jedi,Mudbound,,,
Get Out,The Shape of Water,Wonder Woman,Lady Bird,Girls Trip,Thor: Ragnarok,Blade Runner 2049,Baby Driver,Star Wars: The Last Jedi,The Post,,,
Call Me by Your Name,Lady Bird,The Shape of Water,Their Finest,Get Out,Marjorie Prime,Brad's Status,The Meyerowitz Stories (New and Selected),Personal Shopper,Detroit,Dunkirk,My Happy Family,
Lady Bird,Get Out,The Post,The Florida Project,The Disaster Artist,Mudbound,Call Me by Your Name,Coco,The Big Sick,Star Wars: The Last Jedi,,,